year,season,evaluation,method,vegetation_formation,station_id,species,density_ind_ha
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 05,21.066
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 06,215.768
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 07,50.469
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 08,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 01,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 02,37.201
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 03,82.306
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 04,14.251
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 05,110.651
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 06,67.313
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 07,84.104
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 08,39.185
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 01,36.063
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 02,31.898
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 03,85.659
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 04,147.326
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 05,24.173
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 06,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 07,45.779
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 08,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 01,58.25
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 02,21.071
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 03,25.128
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 04,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 05,20.776
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 06,66.264
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 07,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 08,66.613
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 01,33.933
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 02,34.32
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 03,6.511
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 04,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 05,33.895
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 06,14.908
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 07,101.018
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 08,30.815
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 01,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 02,114.984
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 03,7.632
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 04,22.894
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 05,17.583
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 06,27.695
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 07,53.968
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 08,76.179
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 01,12.479
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 02,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 03,31.099
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 04,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 05,85.806
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 06,29.23
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 07,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 08,16.819
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 01,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 02,6.647
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 03,18.488
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 04,97.192
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 05,59.263
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 06,24.129
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 07,15.156
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 08,103.894
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 01,8.051
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 02,17.223
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 03,23.793
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 04,10.815
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 05,79.215
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 06,0
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 07,79.146
2013,Dry season,2013.5,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 08,62.942
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 01,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 02,65.1
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 03,46.56
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 04,51.211
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 05,73.548
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 06,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 07,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 08,121.148
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 01,31.792
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 02,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 03,104.351
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 04,76.717
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 05,109.774
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 06,50.13
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 07,206.737
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 08,72.965
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 01,63.502
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 02,24.316
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 03,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 04,24.544
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 05,76.384
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 06,169.291
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 07,35.881
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 08,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 01,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 02,190.271
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 03,95.111
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 04,30.906
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 05,101.227
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 06,29.499
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 07,63.894
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 08,273.167
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 01,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 02,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 03,122.205
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 04,66.904
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 05,76.025
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 06,35.536
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 07,60.073
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 08,161.312
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 01,40.809
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 02,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 03,25.252
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 04,62.171
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 05,208.596
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 06,58.287
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 07,92.668
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 08,72.633
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 01,44.125
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 02,53.77
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 03,34.961
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 04,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 05,70.366
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 06,78.199
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 07,17.41
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 08,9.323
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 01,16.299
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 02,57.17
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 03,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 04,36.66
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 05,35.484
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 06,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 07,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 08,70.142
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 01,34.311
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 02,74.805
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 03,29.883
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 04,136.861
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 05,30.292
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 06,52.859
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 07,314.321
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 08,24.654
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 01,54.767
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 02,48.783
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 03,74.695
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 04,41.329
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 05,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 06,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 07,116.432
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 08,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 01,111.056
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 02,34.044
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 03,38.096
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 04,41.294
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 05,63.828
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 06,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 07,53.213
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-05,Protected species 08,65.057
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 01,38.755
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 02,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 03,23.749
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 04,42.685
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 05,53.09
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 06,77.593
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 07,76.064
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation B,B-06,Protected species 08,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 01,39.531
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 02,10.634
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 03,10.128
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 04,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 05,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 06,14.436
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 07,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-01,Protected species 08,86.958
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 01,31.756
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 02,44.853
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 03,66.914
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 04,26.101
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 05,14.373
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 06,25.545
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 07,19.211
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-02,Protected species 08,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 01,40.253
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 02,52.81
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 03,45.264
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 04,7.397
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 05,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 06,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 07,115.013
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-03,Protected species 08,74.143
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 01,34.643
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 02,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 03,35.742
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 04,84.781
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 05,85.718
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 06,137.878
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 07,50.655
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-04,Protected species 08,43.592
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 01,47.508
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 02,13.51
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 03,44.127
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 04,20.56
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 05,65.237
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 06,59.193
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 07,46.573
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-05,Protected species 08,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 01,48.745
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 02,37.232
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 03,13.874
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 04,7.012
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 05,51.631
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 06,40.42
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 07,0
2014,Wet season,2014,Nearest-neighbor density survey,Vegetation formation C,C-06,Protected species 08,36.258
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 01,64.311
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 02,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 03,74.112
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 04,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 05,49.536
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 06,49.739
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 07,82.882
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-01,Protected species 08,11.551
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 01,44.381
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 02,31.643
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 03,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 04,49.022
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 05,90.837
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 06,33.174
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 07,122.76
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-02,Protected species 08,79.646
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 01,42.901
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 02,127.19
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 03,17.974
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 04,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 05,89.7
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 06,96.308
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 07,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-03,Protected species 08,148.765
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 01,63.608
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 02,62.459
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 03,20.365
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 04,31.779
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 05,238.516
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 06,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 07,68.607
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-04,Protected species 08,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 01,42.384
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 02,24.611
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 03,123.346
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 04,64.581
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 05,86.694
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 06,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 07,74.432
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-05,Protected species 08,28.718
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 01,22.466
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 02,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 03,52.708
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 04,25.573
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 05,181.99
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 06,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 07,136.489
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation A,A-06,Protected species 08,76.456
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 01,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 02,21.348
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 03,97.22
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 04,13.231
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 05,27.501
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 06,77.264
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 07,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-01,Protected species 08,130.317
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 01,41.96
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 02,24.636
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 03,91.42
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 04,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 05,142.534
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 06,237.974
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 07,20.349
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-02,Protected species 08,24.726
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 01,63.61
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 02,266.289
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 03,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 04,11.483
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 05,71.871
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 06,76.719
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 07,62.445
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-03,Protected species 08,73.452
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 01,0
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 02,78.313
2014,Dry season,2014.5,Nearest-neighbor density survey,Vegetation formation B,B-04,Protected species 03,77.83
