survey_year,season,zone,vegetation_formation,station_id,sampling_unit,species,relative_cover
2020,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2020,Species D,0.993
2020,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2020,Species O,2.887
2020,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2020,Species S,2.926
2020,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2020,Species F,5.48
2020,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2020,Species N,1.59
2020,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2020,Species W,1.885
2020,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2020,Species X,4.189
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species M,0.334
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species H,2.348
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species P,3.078
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species K,5.854
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species W,3.586
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species N,2.008
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species F,2.767
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species T,1.725
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species J,5.421
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species G,2.819
2020,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2020,Species R,0.605
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species E,5.843
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species L,10.243
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species I,3.457
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species D,8.782
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species J,2.85
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species H,2.223
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species M,4.313
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species P,1.162
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species B,2.889
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species G,2.199
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species F,3.801
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species N,3.626
2021,Dry season,Zone A,Cactus scrub,ST_007,ST_007_2021,Species O,0.921
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species M,4.872
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species J,2.652
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species P,3.564
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species I,4.053
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species G,3.37
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species A,0.197
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species K,3.016
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species N,1.03
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species H,1.56
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species T,3.52
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species L,3.826
2021,Dry season,Zone A,Cactus scrub,ST_008,ST_008_2021,Species V,0.316
2021,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2021,Species R,2.573
2021,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2021,Species H,1.709
2021,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2021,Species F,2.617
2021,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2021,Species A,1.332
2021,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2021,Species E,1.184
2021,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2021,Species G,3.478
2021,Dry season,Zone A,Cactus scrub,ST_009,ST_009_2021,Species L,1.001
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species G,3.281
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species M,2.476
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species J,2.052
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species H,0.415
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species K,3.628
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species O,3.941
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species I,0.758
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species V,6.064
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species D,1.232
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species Q,1.734
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species L,2.756
2018,Winter,Zone A,Cactus scrub,ST_007,ST_007_2018,Species N,4.901
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species F,3.514
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species C,4.241
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species N,1.732
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species I,3.709
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species B,3.025
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species V,6.258
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species H,0.114
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species J,2.99
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species K,2.121
2018,Winter,Zone A,Cactus scrub,ST_008,ST_008_2018,Species T,3.932
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species R,0.277
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species I,5.035
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species Q,4.501
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species N,5.267
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species H,5.153
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species G,1.48
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species L,4.221
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species W,0.853
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species M,0.612
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species J,3.581
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species E,1.4
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species K,5.244
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species S,4.595
2018,Winter,Zone A,Cactus scrub,ST_009,ST_009_2018,Species A,0.495
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species F,6.07
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species J,4.259
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species M,0.474
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species L,6.152
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species T,1.567
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species A,0.864
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species D,3.466
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species Q,4.381
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species N,7.082
2019,Winter,Zone A,Cactus scrub,ST_007,ST_007_2019,Species K,2.952
2019,Winter,Zone A,Cactus scrub,ST_008,ST_008_2019,Species B,3.11
2019,Winter,Zone A,Cactus scrub,ST_008,ST_008_2019,Species I,2.691
2019,Winter,Zone A,Cactus scrub,ST_008,ST_008_2019,Species G,5.612
2019,Winter,Zone A,Cactus scrub,ST_008,ST_008_2019,Species H,0.899
2019,Winter,Zone A,Cactus scrub,ST_008,ST_008_2019,Species M,2.607
2019,Winter,Zone A,Cactus scrub,ST_008,ST_008_2019,Species S,0.683
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species F,5.342
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species T,2.109
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species J,3.846
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species I,0.14
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species M,2.752
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species W,3.406
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species G,7.251
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species B,3.608
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species R,1.795
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species S,2.999
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species L,8.31
2019,Winter,Zone A,Cactus scrub,ST_009,ST_009_2019,Species N,2.875
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species G,2.891
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species S,4.54
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species M,2.165
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species A,5.961
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species I,5.344
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species K,2.056
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species H,2.619
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species N,2.93
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species L,3.052
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species U,2.365
2020,Winter,Zone A,Cactus scrub,ST_007,ST_007_2020,Species B,1.311
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species S,2.142
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species H,4.074
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species V,2.696
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species E,1.812
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species M,2.165
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species K,1.927
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species W,4.906
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species L,1.988
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species F,1.285
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species I,2.012
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species J,3.413
2020,Winter,Zone A,Cactus scrub,ST_008,ST_008_2020,Species B,3.155
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species F,1.504
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species W,4.099
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species L,6.424
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species K,0.809
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species M,2.501
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species H,3.31
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species S,2.478
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species N,2.179
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species X,3.79
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species O,5.797
2020,Winter,Zone A,Cactus scrub,ST_009,ST_009_2020,Species T,1.284
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species F,2.014
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species L,1.855
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species D,3.176
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species G,2.737
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species K,1.666
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species S,6.106
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species X,9.671
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species C,5.243
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species V,3.761
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species N,0.68
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species J,1.095
2021,Winter,Zone A,Cactus scrub,ST_007,ST_007_2021,Species T,2.667
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species H,7.017
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species M,1.269
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species C,8.246
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species G,5.343
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species N,5.668
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species L,2.592
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species I,2.193
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species Q,2.857
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species O,1.952
2021,Winter,Zone A,Cactus scrub,ST_008,ST_008_2021,Species K,1.101
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species F,1.449
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species C,2.366
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species M,2.269
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species N,5.806
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species A,0.87
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species E,1.523
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species K,1.57
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species B,2.364
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species H,2.247
2021,Winter,Zone A,Cactus scrub,ST_009,ST_009_2021,Species T,1.685
2018,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species M,2.897
2018,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species K,10.468
2018,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species J,0.299
2018,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species P,2.889
2018,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species C,1.163
2018,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species L,2.548
2018,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species O,1.82
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species P,4.542
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species Q,4.918
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species U,3.781
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species K,2.183
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species O,4.012
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species V,0.373
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species X,3.209
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species M,0.551
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species F,7.267
2018,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species J,3.051
2018,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species N,0.724
2018,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species M,2.662
2018,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species F,7.084
2018,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species B,3.039
2018,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species J,0.695
2018,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species L,2.336
2018,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species O,1.385
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species N,2.313
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species S,3.035
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species J,0.956
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species O,2.596
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species X,3.623
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species L,5.51
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species Q,3.101
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species E,2.956
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species K,0.391
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species M,4.658
2019,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2019,Species P,7.157
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species Q,4.013
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species R,6.208
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species S,2.374
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species U,9.467
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species P,4.242
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species B,5.677
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species I,3.801
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species M,4.63
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species J,9.684
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species L,6.722
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species O,1.071
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species F,2.885
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species A,3.883
2019,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2019,Species K,4.048
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species S,10.893
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species U,0.958
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species K,1.808
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species P,5.22
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species Q,3.102
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species A,9.043
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species W,3.108
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species N,11.941
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species O,5.975
2019,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2019,Species J,4.847
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species O,0.96
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species P,2.895
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species H,4.285
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species M,0.98
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species A,4.9
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species I,4.5
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species K,8.043
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species N,3.681
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species E,2.114
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species J,3.185
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species F,9.088
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species L,1.53
2020,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2020,Species U,3.455
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species D,1.595
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species M,2.511
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species S,6.297
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species W,2.441
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species L,2.864
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species I,2.206
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species N,3.866
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species C,7.257
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species B,4.426
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species U,3.199
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species K,1.568
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species O,3.693
2020,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2020,Species Q,3.972
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species M,0.96
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species Q,3.483
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species S,0.2
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species F,7.148
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species D,4.316
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species G,5.173
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species J,0.858
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species N,3.164
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species W,8.152
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species L,5.542
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species C,3.222
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species P,6.107
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species O,9.663
2020,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2020,Species A,4.554
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species N,0.673
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species L,1.078
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species A,2.031
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species K,4.041
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species M,1.626
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species J,0.97
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species O,4.918
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species F,5.522
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species S,1.695
2021,Wet season,Zone A,Riparian vegetation,ST_010,ST_010_2021,Species Q,4.119
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species O,9.052
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species M,0.48
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species L,2.111
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species P,4.428
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species K,1.386
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species Q,3.319
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species N,3.444
2021,Wet season,Zone A,Riparian vegetation,ST_011,ST_011_2021,Species V,2.738
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species W,2.307
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species R,2.056
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species P,2.774
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species N,5.633
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species J,6.858
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species M,6.16
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species O,8.885
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species Q,2.342
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species L,1.325
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species K,1.169
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species B,2.34
2021,Wet season,Zone A,Riparian vegetation,ST_012,ST_012_2021,Species S,0.389
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species G,2.94
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species R,2.645
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species M,0.73
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species Q,4.279
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species K,2.276
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species E,1.649
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species J,1.096
2018,Dry season,Zone A,Riparian vegetation,ST_010,ST_010_2018,Species N,0.13
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species M,5.168
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species D,1.46
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species L,0.497
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species P,3.166
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species K,3.274
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species O,2.45
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species F,3.591
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species J,4.153
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species Q,1.423
2018,Dry season,Zone A,Riparian vegetation,ST_011,ST_011_2018,Species R,3.748
2018,Dry season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species O,4.123
2018,Dry season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species N,2.463
2018,Dry season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species L,1.644
2018,Dry season,Zone A,Riparian vegetation,ST_012,ST_012_2018,Species K,2.976
